#First-Come First-Serve
Pid,CPUTime,StartBurstTime,EndBurstTime,Complete
17,9015,527,497,False
18,9048,91,61,False
20,9081,534,504,False
22,9114,86,56,False
1,9147,173,143,False
2,9180,503,473,False
4,9213,93,63,False
5,9246,430,400,False
7,9279,406,376,False
12,9312,327,297,False
13,9345,364,334,False
14,9378,443,413,False
16,9411,447,417,False
17,9444,497,467,False
18,9477,61,31,False
20,9510,504,474,False
22,9543,56,26,False
1,9576,143,113,False
2,9609,473,443,False
4,9642,63,33,False
5,9675,400,370,False
7,9708,376,346,False
12,9741,297,267,False
13,9774,334,304,False
14,9807,413,383,False
16,9840,417,387,False
17,9873,467,437,False
18,9906,31,1,False
20,9939,474,444,False
22,9972,26,0,True
1,9979,113,83,False
2,10012,443,413,False
4,10045,33,3,False
5,10078,370,340,False
7,10111,346,316,False
12,10144,267,237,False
13,10177,304,274,False
14,10210,383,353,False
16,10243,387,357,False
17,10276,437,407,False
18,10309,1,0,True
20,10341,444,414,False
1,10374,83,53,False
2,10407,413,383,False
4,10440,3,0,True
5,10470,340,310,False
7,10503,316,286,False
12,10536,237,207,False
13,10569,274,244,False
14,10602,353,323,False
16,10635,357,327,False
17,10668,407,377,False
20,10701,414,384,False
1,10734,53,23,False
2,10767,383,353,False
5,10800,310,280,False
7,10833,286,256,False
12,10866,207,177,False
13,10899,244,214,False
14,10932,323,293,False
16,10965,327,297,False
17,10998,377,347,False
20,11031,384,354,False
1,11064,23,0,True
2,11074,353,323,False
5,11107,280,250,False
7,11140,256,226,False
12,11173,177,147,False
13,11206,214,184,False
14,11239,293,263,False
16,11272,297,267,False
17,11305,347,317,False
20,11338,354,324,False
2,11371,323,293,False
5,11404,250,220,False
7,11437,226,196,False
12,11470,147,117,False
13,11503,184,154,False
14,11536,263,233,False
16,11569,267,237,False
17,11602,317,287,False
20,11635,324,294,False
2,11668,293,263,False
5,11701,220,190,False
7,11734,196,166,False
12,11767,117,87,False
13,11800,154,124,False
14,11833,233,203,False
16,11866,237,207,False
17,11899,287,257,False
20,11932,294,264,False
2,11965,263,233,False
5,11998,190,160,False
7,12031,166,136,False
12,12064,87,57,False
13,12097,124,94,False
14,12130,203,173,False
16,12163,207,177,False
17,12196,257,227,False
20,12229,264,234,False
2,12262,233,203,False
5,12295,160,130,False
7,12328,136,106,False
12,12361,57,27,False
13,12394,94,64,False
14,12427,173,143,False
16,12460,177,147,False
17,12493,227,197,False
20,12526,234,204,False
2,12559,203,173,False
5,12592,130,100,False
7,12625,106,76,False
12,12658,27,0,True
13,12664,64,34,False
14,12697,143,113,False
16,12730,147,117,False
17,12763,197,167,False
20,12796,204,174,False
2,12829,173,143,False
5,12862,100,70,False
7,12895,76,46,False
13,12928,34,4,False
14,12961,113,83,False
16,12994,117,87,False
17,13027,167,137,False
20,13060,174,144,False
2,13093,143,113,False
5,13126,70,40,False
7,13159,46,16,False
13,13192,4,0,True
14,13221,83,53,False
16,13254,87,57,False
17,13287,137,107,False
20,13320,144,114,False
2,13353,113,83,False
5,13386,40,10,False
7,13419,16,0,True
14,13436,53,23,False
16,13469,57,27,False
17,13502,107,77,False
20,13535,114,84,False
2,13568,83,53,False
5,13601,10,0,True
14,13624,23,0,True
16,13634,27,0,True
17,13640,77,47,False
20,13673,84,54,False
2,13706,53,23,False
17,13739,47,17,False
20,13772,54,24,False
2,13805,23,0,True
17,13815,17,0,True
20,13831,24,0,True
" "
Average Turn Around Time: 9019
" "
" "
#Round Robin 60
Pid,CPUTime,StartBurstTime,EndBurstTime,Complete
1,0,653,593,False
2,63,983,923,False
3,126,395,335,False
4,189,573,513,False
5,252,910,850,False
6,315,449,389,False
7,378,886,826,False
8,441,185,125,False
9,504,161,101,False
10,567,74,14,False
11,630,188,128,False
12,693,807,747,False
13,756,844,784,False
14,819,923,863,False
15,882,15,0,True
16,930,927,867,False
17,993,977,917,False
18,1056,541,481,False
19,1119,310,250,False
20,1182,984,924,False
21,1245,31,0,True
22,1277,536,476,False
23,1340,208,148,False
1,1403,593,533,False
2,1466,923,863,False
3,1529,335,275,False
4,1592,513,453,False
5,1655,850,790,False
6,1718,389,329,False
7,1781,826,766,False
8,1844,125,65,False
9,1907,101,41,False
10,1970,14,0,True
11,2019,128,68,False
12,2082,747,687,False
13,2145,784,724,False
14,2208,863,803,False
16,2271,867,807,False
17,2334,917,857,False
18,2397,481,421,False
19,2460,250,190,False
20,2523,924,864,False
22,2586,476,416,False
23,2649,148,88,False
1,2712,533,473,False
2,2775,863,803,False
3,2838,275,215,False
4,2901,453,393,False
5,2964,790,730,False
6,3027,329,269,False
7,3090,766,706,False
8,3153,65,5,False
9,3216,41,0,True
11,3238,68,8,False
12,3301,687,627,False
13,3364,724,664,False
14,3427,803,743,False
16,3490,807,747,False
17,3553,857,797,False
18,3616,421,361,False
19,3679,190,130,False
20,3742,864,804,False
22,3805,416,356,False
23,3868,88,28,False
1,3931,473,413,False
2,3994,803,743,False
3,4057,215,155,False
4,4120,393,333,False
5,4183,730,670,False
6,4246,269,209,False
7,4309,706,646,False
8,4372,5,0,True
11,4430,8,0,True
12,4485,627,567,False
13,4548,664,604,False
14,4611,743,683,False
16,4674,747,687,False
17,4737,797,737,False
18,4800,361,301,False
19,4863,130,70,False
20,4926,804,744,False
22,4989,356,296,False
23,5052,28,0,True
1,5087,413,353,False
2,5150,743,683,False
3,5213,155,95,False
4,5276,333,273,False
5,5339,670,610,False
6,5402,209,149,False
7,5465,646,586,False
12,5528,567,507,False
13,5591,604,544,False
14,5654,683,623,False
16,5717,687,627,False
17,5780,737,677,False
18,5843,301,241,False
19,5906,70,10,False
20,5969,744,684,False
22,6032,296,236,False
1,6095,353,293,False
2,6158,683,623,False
3,6221,95,35,False
4,6284,273,213,False
5,6347,610,550,False
6,6410,149,89,False
7,6473,586,526,False
12,6536,507,447,False
13,6599,544,484,False
14,6662,623,563,False
16,6725,627,567,False
17,6788,677,617,False
18,6851,241,181,False
19,6914,10,0,True
20,6967,684,624,False
22,7030,236,176,False
1,7093,293,233,False
2,7156,623,563,False
3,7219,35,0,True
4,7247,213,153,False
5,7310,550,490,False
6,7373,89,29,False
7,7436,526,466,False
12,7499,447,387,False
13,7562,484,424,False
14,7625,563,503,False
16,7688,567,507,False
17,7751,617,557,False
18,7814,181,121,False
20,7877,624,564,False
22,7940,176,116,False
1,8003,233,173,False
2,8066,563,503,False
4,8129,153,93,False
5,8192,490,430,False
6,8255,29,0,True
7,8289,466,406,False
12,8352,387,327,False
13,8415,424,364,False
14,8478,503,443,False
16,8541,507,447,False
17,8604,557,497,False
18,8667,121,61,False
20,8730,564,504,False
22,8793,116,56,False
1,8856,173,113,False
2,8919,503,443,False
4,8982,93,33,False
5,9045,430,370,False
7,9108,406,346,False
12,9171,327,267,False
13,9234,364,304,False
14,9297,443,383,False
16,9360,447,387,False
17,9423,497,437,False
18,9486,61,1,False
20,9549,504,444,False
22,9612,56,0,True
1,9619,113,53,False
2,9682,443,383,False
4,9745,33,0,True
5,9775,370,310,False
7,9838,346,286,False
12,9901,267,207,False
13,9964,304,244,False
14,10027,383,323,False
16,10090,387,327,False
17,10153,437,377,False
18,10216,1,0,True
20,10278,444,384,False
1,10341,53,0,True
2,10351,383,323,False
5,10414,310,250,False
7,10477,286,226,False
12,10540,207,147,False
13,10603,244,184,False
14,10666,323,263,False
16,10729,327,267,False
17,10792,377,317,False
20,10855,384,324,False
2,10918,323,263,False
5,10981,250,190,False
7,11044,226,166,False
12,11107,147,87,False
13,11170,184,124,False
14,11233,263,203,False
16,11296,267,207,False
17,11359,317,257,False
20,11422,324,264,False
2,11485,263,203,False
5,11548,190,130,False
7,11611,166,106,False
12,11674,87,27,False
13,11737,124,64,False
14,11800,203,143,False
16,11863,207,147,False
17,11926,257,197,False
20,11989,264,204,False
2,12052,203,143,False
5,12115,130,70,False
7,12178,106,46,False
12,12241,27,0,True
13,12277,64,4,False
14,12340,143,83,False
16,12403,147,87,False
17,12466,197,137,False
20,12529,204,144,False
2,12592,143,83,False
5,12655,70,10,False
7,12718,46,0,True
13,12735,4,0,True
14,12794,83,23,False
16,12857,87,27,False
17,12920,137,77,False
20,12983,144,84,False
2,13046,83,23,False
5,13109,10,0,True
14,13162,23,0,True
16,13202,27,0,True
17,13238,77,17,False
20,13301,84,24,False
2,13364,23,0,True
17,13404,17,0,True
20,13450,24,0,True
" "
Average Turn Around Time: 8768
" "
" "
#Lottery
Pid,CPUTime,StartBurstTime,EndBurstTime,Complete
10,27,74,24,False
18,131,541,491,False
2,187,983,933,False
5,252,910,860,False
23,371,208,158,False
3,430,395,345,False
10,510,24,0,True
6,552,449,399,False
23,668,158,108,False
20,775,984,934,False
5,840,860,810,False
6,908,399,349,False
8,982,185,135,False
3,1041,345,295,False
12,1124,807,757,False
20,1231,934,884,False
12,1314,757,707,False
22,1427,536,486,False
4,1489,573,523,False
4,1551,523,473,False
20,1658,884,834,False
19,1762,310,260,False
1,1815,653,603,False
12,1898,707,657,False
2,1954,933,883,False
23,2070,108,58,False
2,2126,883,833,False
5,2191,810,760,False
8,2265,135,85,False
17,2363,977,927,False
1,2416,603,553,False
12,2499,657,607,False
5,2564,760,710,False
7,2635,886,836,False
8,2709,85,35,False
5,2774,710,660,False
1,2827,553,503,False
19,2931,260,210,False
17,3029,927,877,False
20,3136,834,784,False
18,3237,491,441,False
1,3290,503,453,False
17,3388,877,827,False
19,3492,210,160,False
6,3560,349,299,False
3,3619,295,245,False
4,3681,473,423,False
17,3779,827,777,False
19,3883,160,110,False
17,3981,777,727,False
21,4091,31,0,True
1,4125,453,403,False
2,4181,833,783,False
20,4288,784,734,False
18,4389,441,391,False
17,4487,727,677,False
17,4585,677,627,False
8,4659,35,0,True
3,4703,245,195,False
23,4813,58,8,False
1,4866,403,353,False
3,4925,195,145,False
20,5029,734,684,False
4,5091,423,373,False
19,5192,110,60,False
18,5290,391,341,False
1,5343,353,303,False
1,5396,303,253,False
17,5491,627,577,False
4,5553,373,323,False
19,5654,60,10,False
18,5752,341,291,False
4,5814,323,273,False
6,5882,299,249,False
12,5962,607,557,False
20,6066,684,634,False
2,6122,783,733,False
4,6184,273,223,False
3,6243,145,95,False
22,6350,486,436,False
17,6445,577,527,False
6,6513,249,199,False
7,6584,836,786,False
18,6682,291,241,False
18,6780,241,191,False
20,6884,634,584,False
6,6952,199,149,False
6,7020,149,99,False
14,7106,923,873,False
19,7207,10,0,True
12,7247,557,507,False
7,7318,786,736,False
13,7401,844,794,False
17,7496,527,477,False
18,7594,191,141,False
12,7674,507,457,False
3,7733,95,45,False
6,7801,99,49,False
23,7908,8,0,True
12,7946,457,407,False
1,7999,253,203,False
3,8058,45,0,True
1,8106,203,153,False
12,8183,407,357,False
18,8278,141,91,False
4,8337,223,173,False
18,8432,91,41,False
17,8524,477,427,False
6,8589,49,0,True
20,8683,584,534,False
13,8760,794,744,False
11,8831,188,138,False
4,8890,173,123,False
4,8949,123,73,False
4,9008,73,23,False
14,9088,873,823,False
17,9177,427,377,False
1,9230,153,103,False
12,9304,357,307,False
20,9399,534,484,False
5,9461,660,610,False
14,9541,823,773,False
7,9606,736,686,False
18,9698,41,0,True
15,9772,15,0,True
4,9796,23,0,True
1,9822,103,53,False
12,9893,307,257,False
12,9964,257,207,False
22,10053,436,386,False
14,10130,773,723,False
17,10213,377,327,False
5,10272,610,560,False
14,10349,723,673,False
20,10435,484,434,False
12,10506,207,157,False
7,10568,686,636,False
20,10654,434,384,False
20,10740,384,334,False
12,10811,157,107,False
1,10864,53,3,False
17,10947,327,277,False
1,11000,3,0,True
17,11033,277,227,False
7,11092,636,586,False
2,11145,733,683,False
7,11204,586,536,False
11,11269,138,88,False
12,11337,107,57,False
5,11393,560,510,False
20,11476,334,284,False
5,11532,510,460,False
20,11615,284,234,False
2,11668,683,633,False
7,11727,536,486,False
12,11795,57,7,False
17,11875,227,177,False
5,11931,460,410,False
20,12014,234,184,False
14,12088,673,623,False
2,12141,633,583,False
7,12200,486,436,False
5,12256,410,360,False
11,12321,88,38,False
7,12380,436,386,False
20,12463,184,134,False
5,12519,360,310,False
17,12599,177,127,False
12,12667,7,0,True
17,12701,127,77,False
5,12757,310,260,False
17,12834,77,27,False
2,12887,583,533,False
22,12970,386,336,False
20,13050,134,84,False
17,13127,27,0,True
13,13172,744,694,False
20,13249,84,34,False
14,13320,623,573,False
14,13391,573,523,False
2,13444,533,483,False
20,13521,34,0,True
2,13558,483,433,False
5,13614,260,210,False
2,13667,433,383,False
7,13726,386,336,False
14,13797,523,473,False
5,13853,210,160,False
5,13909,160,110,False
5,13965,110,60,False
14,14036,473,423,False
2,14089,383,333,False
2,14142,333,283,False
5,14198,60,10,False
7,14257,336,286,False
14,14328,423,373,False
7,14387,286,236,False
13,14455,694,644,False
7,14514,236,186,False
7,14573,186,136,False
16,14647,927,877,False
7,14706,136,86,False
22,14783,336,286,False
13,14851,644,594,False
22,14928,286,236,False
2,14981,283,233,False
2,15034,233,183,False
14,15105,373,323,False
5,15161,10,0,True
13,15186,594,544,False
16,15257,877,827,False
22,15331,236,186,False
13,15396,544,494,False
2,15449,183,133,False
7,15505,86,36,False
7,15561,36,0,True
2,15600,133,83,False
16,15668,827,777,False
2,15721,83,33,False
14,15786,323,273,False
22,15857,186,136,False
22,15928,136,86,False
2,15981,33,0,True
22,16032,86,36,False
22,16100,36,0,True
9,16139,161,111,False
14,16201,273,223,False
14,16263,223,173,False
13,16322,494,444,False
9,16375,111,61,False
11,16431,38,0,True
14,16478,173,123,False
13,16534,444,394,False
13,16590,394,344,False
14,16649,123,73,False
14,16708,73,23,False
14,16767,23,0,True
13,16796,344,294,False
13,16852,294,244,False
16,16911,777,727,False
13,16967,244,194,False
9,17020,61,11,False
9,17073,11,0,True
13,17087,194,144,False
13,17140,144,94,False
13,17193,94,44,False
13,17246,44,0,True
16,17293,727,677,False
16,17346,677,627,False
16,17399,627,577,False
16,17452,577,527,False
16,17505,527,477,False
16,17558,477,427,False
16,17611,427,377,False
16,17664,377,327,False
16,17717,327,277,False
16,17770,277,227,False
16,17823,227,177,False
16,17876,177,127,False
16,17929,127,77,False
16,17982,77,27,False
16,18035,27,0,True
" "
Average Turn Around Time: 11720
