#First-Come First-Serve
Pid,CPUTime,StartBurstTime,EndBurstTime,Complete
1,8318,346,316,False
2,8351,357,327,False
3,8384,166,136,False
4,8417,311,281,False
6,8450,328,298,False
10,8483,311,281,False
14,8516,168,138,False
1,8549,316,286,False
2,8582,327,297,False
3,8615,136,106,False
4,8648,281,251,False
6,8681,298,268,False
10,8714,281,251,False
14,8747,138,108,False
1,8780,286,256,False
2,8813,297,267,False
3,8846,106,76,False
4,8879,251,221,False
6,8912,268,238,False
10,8945,251,221,False
14,8978,108,78,False
1,9011,256,226,False
2,9044,267,237,False
3,9077,76,46,False
4,9110,221,191,False
6,9143,238,208,False
10,9176,221,191,False
14,9209,78,48,False
1,9242,226,196,False
2,9275,237,207,False
3,9308,46,16,False
4,9341,191,161,False
6,9374,208,178,False
10,9407,191,161,False
14,9440,48,18,False
1,9473,196,166,False
2,9506,207,177,False
3,9539,16,0,True
4,9556,161,131,False
6,9589,178,148,False
10,9622,161,131,False
14,9655,18,0,True
1,9670,166,136,False
2,9703,177,147,False
4,9736,131,101,False
6,9769,148,118,False
10,9802,131,101,False
1,9835,136,106,False
2,9868,147,117,False
4,9901,101,71,False
6,9934,118,88,False
10,9967,101,71,False
1,10000,106,76,False
2,10033,117,87,False
4,10066,71,41,False
6,10099,88,58,False
10,10132,71,41,False
1,10165,76,46,False
2,10198,87,57,False
4,10231,41,11,False
6,10264,58,28,False
10,10297,41,11,False
1,10330,46,16,False
2,10363,57,27,False
4,10396,11,0,True
6,10418,28,0,True
10,10423,11,0,True
1,10445,16,0,True
2,10462,27,0,True
" "
Average Turn Around Time: 6440
" "
" "
#Round Robin 60
Pid,CPUTime,StartBurstTime,EndBurstTime,Complete
1,0,976,916,False
2,63,987,927,False
3,126,796,736,False
4,189,941,881,False
5,252,82,22,False
6,315,958,898,False
7,378,405,345,False
8,441,108,48,False
9,504,200,140,False
10,567,941,881,False
11,630,336,276,False
12,693,210,150,False
13,756,326,266,False
14,819,798,738,False
15,882,13,0,True
16,932,445,385,False
17,995,570,510,False
18,1058,42,0,True
19,1079,492,432,False
1,1142,916,856,False
2,1205,927,867,False
3,1268,736,676,False
4,1331,881,821,False
5,1394,22,0,True
6,1435,898,838,False
7,1498,345,285,False
8,1561,48,0,True
9,1576,140,80,False
10,1639,881,821,False
11,1702,276,216,False
12,1765,150,90,False
13,1828,266,206,False
14,1891,738,678,False
16,1954,385,325,False
17,2017,510,450,False
19,2080,432,372,False
1,2143,856,796,False
2,2206,867,807,False
3,2269,676,616,False
4,2332,821,761,False
6,2395,838,778,False
7,2458,285,225,False
9,2521,80,20,False
10,2584,821,761,False
11,2647,216,156,False
12,2710,90,30,False
13,2773,206,146,False
14,2836,678,618,False
16,2899,325,265,False
17,2962,450,390,False
19,3025,372,312,False
1,3088,796,736,False
2,3151,807,747,False
3,3214,616,556,False
4,3277,761,701,False
6,3340,778,718,False
7,3403,225,165,False
9,3466,20,0,True
10,3509,761,701,False
11,3572,156,96,False
12,3635,30,0,True
13,3668,146,86,False
14,3731,618,558,False
16,3794,265,205,False
17,3857,390,330,False
19,3920,312,252,False
1,3983,736,676,False
2,4046,747,687,False
3,4109,556,496,False
4,4172,701,641,False
6,4235,718,658,False
7,4298,165,105,False
10,4361,701,641,False
11,4424,96,36,False
13,4487,86,26,False
14,4550,558,498,False
16,4613,205,145,False
17,4676,330,270,False
19,4739,252,192,False
1,4802,676,616,False
2,4865,687,627,False
3,4928,496,436,False
4,4991,641,581,False
6,5054,658,598,False
7,5117,105,45,False
10,5180,641,581,False
11,5243,36,0,True
13,5270,26,0,True
14,5307,498,438,False
16,5370,145,85,False
17,5433,270,210,False
19,5496,192,132,False
1,5559,616,556,False
2,5622,627,567,False
3,5685,436,376,False
4,5748,581,521,False
6,5811,598,538,False
7,5874,45,0,True
10,5892,581,521,False
14,5955,438,378,False
16,6018,85,25,False
17,6081,210,150,False
19,6144,132,72,False
1,6207,556,496,False
2,6270,567,507,False
3,6333,376,316,False
4,6396,521,461,False
6,6459,538,478,False
10,6522,521,461,False
14,6585,378,318,False
16,6648,25,0,True
17,6686,150,90,False
19,6749,72,12,False
1,6812,496,436,False
2,6875,507,447,False
3,6938,316,256,False
4,7001,461,401,False
6,7064,478,418,False
10,7127,461,401,False
14,7190,318,258,False
17,7253,90,30,False
19,7316,12,0,True
1,7367,436,376,False
2,7430,447,387,False
3,7493,256,196,False
4,7556,401,341,False
6,7619,418,358,False
10,7682,401,341,False
14,7745,258,198,False
17,7808,30,0,True
1,7841,376,316,False
2,7904,387,327,False
3,7967,196,136,False
4,8030,341,281,False
6,8093,358,298,False
10,8156,341,281,False
14,8219,198,138,False
1,8282,316,256,False
2,8345,327,267,False
3,8408,136,76,False
4,8471,281,221,False
6,8534,298,238,False
10,8597,281,221,False
14,8660,138,78,False
1,8723,256,196,False
2,8786,267,207,False
3,8849,76,16,False
4,8912,221,161,False
6,8975,238,178,False
10,9038,221,161,False
14,9101,78,18,False
1,9164,196,136,False
2,9227,207,147,False
3,9290,16,0,True
4,9337,161,101,False
6,9400,178,118,False
10,9463,161,101,False
14,9526,18,0,True
1,9571,136,76,False
2,9634,147,87,False
4,9697,101,41,False
6,9760,118,58,False
10,9823,101,41,False
1,9886,76,16,False
2,9949,87,27,False
4,10012,41,0,True
6,10034,58,0,True
10,10039,41,0,True
1,10061,16,0,True
2,10108,27,0,True
" "
Average Turn Around Time: 6305
" "
" "
#Lottery
Pid,CPUTime,StartBurstTime,EndBurstTime,Complete
8,21,108,58,False
5,86,82,32,False
16,184,445,395,False
2,240,987,937,False
19,347,492,442,False
12,433,210,160,False
5,498,32,0,True
8,551,58,8,False
17,649,570,520,False
15,741,13,0,True
14,793,798,748,False
2,849,937,887,False
16,941,395,345,False
2,997,887,837,False
2,1053,837,787,False
8,1124,8,0,True
16,1171,345,295,False
3,1230,796,746,False
3,1289,746,696,False
14,1375,748,698,False
2,1431,787,737,False
13,1514,326,276,False
17,1606,520,470,False
2,1662,737,687,False
7,1730,405,355,False
14,1816,698,648,False
12,1896,160,110,False
16,1985,295,245,False
3,2044,696,646,False
2,2100,687,637,False
11,2177,336,286,False
14,2263,648,598,False
16,2352,245,195,False
2,2408,637,587,False
1,2461,976,926,False
3,2520,646,596,False
14,2606,598,548,False
3,2665,596,546,False
16,2754,195,145,False
1,2807,926,876,False
11,2884,286,236,False
2,2940,587,537,False
13,3023,276,226,False
16,3112,145,95,False
12,3192,110,60,False
12,3272,60,10,False
16,3361,95,45,False
14,3447,548,498,False
14,3533,498,448,False
2,3589,537,487,False
2,3645,487,437,False
18,3740,42,0,True
2,3788,437,387,False
3,3847,546,496,False
14,3933,448,398,False
16,4022,45,0,True
3,4076,496,446,False
14,4162,398,348,False
14,4248,348,298,False
3,4307,446,396,False
1,4360,876,826,False
9,4431,200,150,False
2,4487,387,337,False
14,4573,298,248,False
7,4641,355,305,False
1,4694,826,776,False
3,4753,396,346,False
13,4836,226,176,False
1,4889,776,726,False
17,4978,470,420,False
13,5061,176,126,False
12,5141,10,0,True
6,5166,958,908,False
1,5219,726,676,False
3,5278,346,296,False
19,5367,442,392,False
19,5456,392,342,False
2,5512,337,287,False
13,5592,126,76,False
17,5678,420,370,False
17,5764,370,320,False
14,5847,248,198,False
2,5903,287,237,False
1,5956,676,626,False
1,6009,626,576,False
6,6074,908,858,False
13,6154,76,26,False
13,6234,26,0,True
3,6269,296,246,False
3,6328,246,196,False
14,6408,198,148,False
14,6488,148,98,False
3,6547,196,146,False
4,6609,941,891,False
19,6695,342,292,False
17,6778,320,270,False
19,6864,292,242,False
14,6944,98,48,False
3,7003,146,96,False
3,7062,96,46,False
2,7118,237,187,False
1,7171,576,526,False
9,7242,150,100,False
14,7322,48,0,True
3,7379,46,0,True
6,7437,858,808,False
4,7496,891,841,False
19,7576,242,192,False
19,7656,192,142,False
11,7730,236,186,False
17,7807,270,220,False
2,7863,187,137,False
1,7916,526,476,False
17,7993,220,170,False
4,8052,841,791,False
2,8108,137,87,False
2,8164,87,37,False
1,8217,476,426,False
11,8291,186,136,False
19,8371,142,92,False
4,8430,791,741,False
6,8492,808,758,False
2,8548,37,0,True
17,8609,170,120,False
1,8662,426,376,False
17,8736,120,70,False
1,8789,376,326,False
19,8866,92,42,False
1,8919,326,276,False
6,8978,758,708,False
1,9031,276,226,False
1,9084,226,176,False
17,9158,70,20,False
4,9214,741,691,False
11,9285,136,86,False
17,9359,20,0,True
1,9382,176,126,False
6,9441,708,658,False
7,9503,305,255,False
6,9562,658,608,False
19,9636,42,0,True
6,9687,608,558,False
7,9749,255,205,False
6,9808,558,508,False
4,9864,691,641,False
6,9923,508,458,False
7,9985,205,155,False
6,10044,458,408,False
1,10097,126,76,False
7,10159,155,105,False
6,10218,408,358,False
11,10289,86,36,False
1,10342,76,26,False
4,10398,641,591,False
11,10469,36,0,True
6,10514,358,308,False
6,10573,308,258,False
6,10632,258,208,False
6,10691,208,158,False
4,10747,591,541,False
4,10803,541,491,False
4,10859,491,441,False
7,10921,105,55,False
6,10980,158,108,False
6,11039,108,58,False
6,11098,58,8,False
1,11151,26,0,True
7,11186,55,5,False
4,11239,441,391,False
6,11295,8,0,True
9,11312,100,50,False
7,11368,5,0,True
4,11376,391,341,False
4,11429,341,291,False
9,11485,50,0,True
4,11538,291,241,False
4,11591,241,191,False
4,11644,191,141,False
4,11697,141,91,False
4,11750,91,41,False
4,11803,41,0,True
10,11847,941,891,False
10,11900,891,841,False
10,11953,841,791,False
10,12006,791,741,False
10,12059,741,691,False
10,12112,691,641,False
10,12165,641,591,False
10,12218,591,541,False
10,12271,541,491,False
10,12324,491,441,False
10,12377,441,391,False
10,12430,391,341,False
10,12483,341,291,False
10,12536,291,241,False
10,12589,241,191,False
10,12642,191,141,False
10,12695,141,91,False
10,12748,91,41,False
10,12801,41,0,True
" "
Average Turn Around Time: 7615
